SIGNIFICANT_POINT_ID,CODE_FIR,CODE_IN_AIRWAY,CODE_ID,CODE_CHANNEL,TXT_NAME,CODE_TYPE,GEO_LAT_ACCURACY,GEO_LONG_ACCURACY,VAL_FREQ,UOM_FREQ,VAL_MAG_VAR,VAL_ELEV,UOM_DIST_VER,TXT_RMK,IS_REP_ATC,IS_PBN,PURPOSE,ROUTE_RESTRICT,IS_TRANS_POINT,IS_BORDER_POINT,SERVICED_AIRPORT,IS_MODIFIED,
6fe49784-74c6-4688-af66-13148d166940,广州情报区,N,DTM,CH87Y,跳马,VOR/DME,N275905,E1130735,114.05,MHz,-3.68,186,M,,Y,N,AE,N,N,N,ZGHA,N,
262baf46-3a2f-4f6c-ae92-823121d1b915,广州情报区,Y,DHZ,CH90X,惠州,VOR/DME,N230249,E1143326,114.3,MHz,-3.18,48,M,,Y,N,AE,N,N,N,ZGHZ,N,
2703bab9-84a6-4ed3-9360-c6b85c110863,兰州情报区,Y,WJC,CH100X,洛川,VOR/DME,N354646,E1092239,115.3,MHz,-3.9,1117,M,,Y,N,E,N,N,N,,N,
e0e9f837-1884-4288-aa9f-1e1b4bd3aa29,乌鲁木齐情报区,Y,QTV,CH58X,奇台,VOR/DME,N435911,E0893633,112.1,MHz,2.45,,,,Y,N,E,N,N,N,,N,
c8fe5805-de2c-46b3-bd4f-21b69be60508,上海情报区,Y,SJD,CH78X,扬州,VOR/DME,N323239,E1194330,113.1,MHz,-6.08,13,M,,Y,N,AE,N,N,N,ZSYA,N,
3f51f06c-6a5d-4c92-b35e-825137d85d78,兰州情报区,Y,DNC,CH87X,兰州,VOR/DME,N363225,E1033709,114.0,MHz,-2.29,1965,M,,Y,N,AE,N,N,N,ZLLL,N,
28c81ae3-99a6-4396-a16a-7147a22198b8,上海情报区,Y,HUN,CH80X,淮安,VOR/DME,N334629,E1190640,113.3,MHz,-6.72,18,M,,Y,N,AE,N,N,N,ZSSH,N,
39fbb7bd-9d5b-4f5e-a79a-74ee45aea448,兰州情报区,Y,GUY,CH73X,固原,VOR/DME,N360444,E1061250,112.6,MHz,-2.95,1735,M,,Y,N,AE,N,N,N,ZLGY,N,
cd3f35b1-3244-41ad-a844-ccca00a032c9,兰州情报区,Y,CHW,CH92X,嘉峪关,VOR/DME,N395123,E0982052,114.5,MHz,-0.77,1559,M,DME：310°径向线距台58-63NM之间不可用。,Y,N,AE,N,N,N,ZLJQ,N,
4b053ab4-1286-41ca-9c9c-901743e1e18c,昆明情报区,Y,LXI,CH70X,泸西,VOR/DME,N243225,E1034430,112.3,MHz,-1.44,1753,M,105°径向线等待程序70.2-83NM之间不可用。,Y,N,AE,N,N,N,ZPPP,N,
8b3e1c1c-78aa-44a5-ace3-20ab9d9fedd6,昆明情报区,Y,SGM,CH43X,西山,VOR/DME,N250448,E1023108,110.6,MHz,-1.4,2312,M,,Y,N,AE,N,N,N,ZPPP,N,
b6e75cdb-6ea8-4ba3-8cb4-8357a85c56ab,乌鲁木齐情报区,Y,XFY,CH94X,富蕴,VOR/DME,N464737,E0893220,114.7,MHz,2.82,938,M,,Y,N,AE,N,N,N,ZWFY,N,
2d0adcec-19c7-4b81-b2ef-c0b1188d7cc1,广州情报区,Y,NNX,CH103X,南雄,VOR/DME,N250545,E1141620,115.6,MHz,-3.39,39,M,,Y,N,E,N,N,N,,N,
733eb982-f178-49d7-bb4a-94329afcd3b7,广州情报区,Y,LIG,CH71X,醴陵,VOR/DME,N273858,E1133055,112.4,MHz,-3.7,85,M,,Y,N,AE,N,N,N,ZGHA,N,
73b12e4c-8b57-4abe-ad4d-6dfcbd04958e,武汉情报区,Y,CGO,CH92X,新郑,VOR/DME,N343101,E1135030,114.5,MHz,-5.52,158,M,,Y,N,AE,N,N,N,ZHCC,N,
af177549-b2ae-4411-9404-43fcd0e58901,广州情报区,Y,SHK,CH106X,蛇口,VOR/DME,N222954,E1135406,115.9,MHz,-3.31,11,M,,Y,N,AE,N,N,N,ZGSZ,N,
3d0b029b-d0db-4421-853c-b6c64629d47b,兰州情报区,Y,YHD,CH57X,银川,VOR/DME,N382053,E1062442,112.0,MHz,-3.23,1141,M,VOR：294°径向线距台24.5-29.5NM之间不可用。,Y,N,AE,N,N,N,ZLIC,N,
f9e1892e-5f74-4922-8244-f494529a2a33,上海情报区,Y,YEU,CH79X,义乌,VOR/DME,N291958,E1200148,113.2,MHz,-5.38,87,M,DME：316°径向线距台20NM以外不可用。,Y,N,AE,N,N,N,ZSYW,N,
02a4d8d2-37e9-4987-86b5-4f6e41a1b236,昆明情报区,Y,GMM,CH72X,嘎玛,VOR/DME,N292552,E0942722,112.5,MHz,-0.24,,,,Y,N,E,N,N,N,,N,
f9688614-ec17-47dd-8a34-5bfbe0afcd03,昆明情报区,Y,PAN,CH79X,攀枝花,VOR/DME,N263131,E1014752,113.2,MHz,-1.07,2022,M,,Y,N,AE,N,N,N,ZUZH,N,
fbfe423c-844b-441b-8c4b-2a5636915e62,广州情报区,Y,SJG,CH115X,三江,VOR/DME,N254630,E1093630,116.8,MHz,-2.54,342,M,,Y,N,E,N,N,N,,N,
123fadac-30a2-4b6a-bbfb-b157a91a1e55,武汉情报区,Y,DSY,CH98Y,武当山,VOR/DME,N323423,E1105601,115.15,MHz,-4.43,364,M,,Y,N,AE,N,N,N,ZHSY,N,
4be6c493-4a47-4c70-abc7-faea43b80504,昆明情报区,Y,GZY,CH55X,遵义,VOR/DME,N274653,E1071436,111.8,MHz,-2.34,832,M,VOR/DME：295°径向线高度4200米距台32NM以外不可用；VOR：085°径向线高度4200米距台28NM以外、085°径向线进离场程序距台10NM以外、095°径向线顺时针方向至115°径向线之间不可用；DME：066°径向线顺时针方向至130°径向线之间、085°径向线距台7NM以外、085°径向线高度4200米进离场程序距台14NM以外不可用。,Y,N,AE,N,N,N,ZUZY,N,
2c1e1f8a-77c6-4dfc-8c74-02cdf33c8ee6,昆明情报区,Y,MIL,CH90X,米林,VOR/DME,N291136,E0940930,114.3,MHz,-0.21,,,,Y,N,E,N,N,N,,N,
ff50e581-c061-4c75-8d92-b79600ee8269,兰州情报区,Y,JIG,CH84X,静宁,VOR/DME,N353145,E1054319,113.7,MHz,-2.85,,,,Y,N,E,N,N,N,,N,
3a30dd21-3f84-4c11-a26f-709ebaac76f1,广州情报区,Y,CEN,CH93X,岑村,VOR/DME,N230911,E1132506,114.6,MHz,-2.93,108,M,,Y,N,AE,N,N,N,ZGGG,N,
c6d27a9f-79c8-43be-b9fd-95e366125659,北京情报区,Y,BTO,CH106X,泊头,VOR/DME,N380623,E1163441,115.9,MHz,-6.43,,,,Y,N,E,N,N,N,,N,
cdc21841-66d3-4452-b398-e144659321f6,昆明情报区,Y,QNX,CH78X,黔西,VOR/DME,N270234,E1060145,113.1,MHz,-2.05,,,,Y,N,E,N,N,N,,N,
2fc4e2f9-6ed0-4fca-98df-3b39ff344341,上海情报区,Y,JNJ,CH117X,晋江,VOR/DME,N244811,E1183544,117.0,MHz,-4.08,16,M,150°径向线顺时针方向至235°径向线之间距台15NM以外不可用。,Y,N,AE,N,N,N,ZSQZ,N,
bbd47e47-331f-487b-9573-d7cd4bb825f1,沈阳情报区,Y,MDJ,CH118X,牡丹江,VOR/DME,N443049,E1293352,117.1,MHz,-11.04,278,M,,Y,N,AE,N,N,N,ZYMD,N,
4db06f8d-d042-4807-8eaf-e20a02b0152e,昆明情报区,Y,AHY,CH109X,红原,VOR/DME,N323530,E1022027,116.2,MHz,-2.29,3651,M,,Y,N,AE,N,N,N,ZUHY,N,
9941f782-4f8a-4902-9651-4b64a451c1b9,上海情报区,Y,LNY,CH75X,临沂,VOR/DME,N350303,E1182451,112.8,MHz,-6.26,74,M,,Y,N,AE,N,N,N,ZSLY,N,
c7a5e16b-4ca9-4ce1-992e-99740173d16d,兰州情报区,Y,MIZ,CH33X,觅子,VOR/DME,N344918,E1085937,109.6,MHz,-4.21,631,M,,Y,N,AE,N,N,N,ZLXY,N,
2d8b877c-1abd-4d45-be87-60501e1036d2,上海情报区,Y,HFC,CH55X,茶庵,VOR/DME,N320452,E1164601,111.8,MHz,-5.74,47,M,,Y,N,AE,N,N,N,ZSOF,N,
48ca72f1-a94e-499d-ba8b-ad5f3a5cd60a,上海情报区,Y,NTG,CH103X,南通,VOR/DME,N320554,E1205845,115.6,MHz,-6.53,19,M,,Y,N,AE,N,N,N,ZSNT,N,
ad3fe24f-f06b-435b-9538-93a202795d9b,兰州情报区,Y,ZNX,CH45X,祖庵,VOR/DME,N340638,E1083007,110.8,MHz,-4,431,M,VOR：195°径向线顺时针方向至210°径向线之间（195°、209°径向线除外）、157°径向线离场程序距台28NM以外、195°径向线离场程序距台24NM以外、209°径向线航路程序距台31NM以外不可用；DME：155°径向线顺时针方向至220°径向线之间（157°、195°、209°径向线除外）、115°径向线离场程序距台47NM以外、157°径向线离场程序距台22NM以外、195°径向线离场程序距台20NM以外、209°径向线航路程序距台24NM以外、348°径向线进离场程序距台55NM以外不可用。,Y,N,AE,N,N,N,ZLXY,N,
30c15d3a-4e82-4e2e-a802-f3ef5eb5cece,上海情报区,Y,SNQ,CH104Y,石湫,VOR/DME,N314044,E1185800,115.75,MHz,-6.18,27,M,,Y,N,AE,N,N,N,ZSNJ,N,
ea7b1ac5-40e2-43a2-b564-8e83a10d17df,上海情报区,N,XDY,CH98Y,小丹阳,VOR/DME,N314005,E1184303,115.15,MHz,-6.14,51,M,,Y,N,AE,N,N,N,ZSNJ,N,
76b26586-a77b-4d9c-a930-e9101d3f77e4,北京情报区,Y,HUR,CH83X,怀柔,VOR/DME,N401945,E1164450,113.6,MHz,-7.56,62,M,,Y,N,AE,N,N,N,ZBAA,N,
68f2a91d-ce75-43dd-bbcb-8aae5ad58f02,昆明情报区,Y,GSR,CH19X,甘孜,VOR/DME,N314708,E0992911,108.2,MHz,-1.56,4145,M,153°径向线顺时针方向至263°径向线之间（224°径向线除外）不可用。,Y,N,AE,N,N,N,ZUGZ,N,
a652b5e8-2f9e-471a-b625-4c37b75ad3ff,兰州情报区,Y,YUS,CH74X,玉树,VOR/DME,N325034,E0970013,112.7,MHz,-0.58,3915,M,VOR/DME：140°径向线顺时针至240°径向线之间不可用；VOR：230°径向线进离场程序及航路程序24NM以外不提供使用；DME：008°径向线顺时针至032°径向线之间、049°径向线进离场程序20NM以外、230°径向线进离场程序及航路程序17NM以外不可用。,Y,N,AE,N,N,N,ZLYS,N,
d3fbac07-a709-48b0-8de1-c40a3af08a5d,沈阳情报区,Y,WQG,CH58X,汪清,VOR/DME,N431740,E1294710,112.1,MHz,-10.84,,,VOR/DME：130°径向线顺时针方向至205°径向线之间不可用；VOR：221°径向线距台20NM以外不可用;DME：035°径向线顺时针方向至066°径向线之间、221°径向线距台16.3NM以外不可用。,Y,N,E,N,N,N,,N,
6c438b78-ee81-4f3f-98ae-6a389aed955e,上海情报区,Y,SHZ,CH81X,嵊州,VOR/DME,N293557,E1204854,113.4,MHz,-5.78,,,,Y,N,AE,N,N,N,ZSNB,N,
2a82542d-7620-476d-89ea-e3e23aada386,上海情报区,N,THA,CH94X,桃花,VOR/DME,N314639,E1170729,114.7,MHz,-5.79,45,M,,Y,N,AE,N,N,N,ZSOF,N,
7e2595a6-5373-4a83-b139-75f6f169ae15,上海情报区,Y,HFE,CH114X,骆岗,VOR/DME,N314634,E1171801,116.7,MHz,-5.84,38,M,254°径向线距台29NM以外、314°径向线距台38.5NM以外（高度3000米等待航线除外）、327°径向线距台25NM以外不可用。,Y,N,AE,N,N,N,ZSOF,N,
c59411aa-f37a-4eaa-80ad-84299110eb0a,昆明情报区,Y,MYD,CH106X,稻城,VOR/DME,N292130,E1000247,115.9,MHz,-1.63,4428,M,,Y,N,AE,N,N,N,ZUDC,N,
c154e221-62c3-4803-8d59-9d06b8884d73,昆明情报区,Y,LXA,CH78X,拉萨,VOR/DME,N291754,E0905949,113.1,MHz,-0.42,3571,M,VOR:175°顺时针至185°径向线之间不可用；DME:168°顺时针至220°径向线之间不可用。,Y,N,AE,N,N,N,ZULS,N,
2ffb525d-7318-4f02-b1f3-7ebc80823dae,昆明情报区,Y,LAZ,CH90Y,阆中,VOR/DME,N313031,E1060206,114.35,MHz,-2.81,455,M,,Y,N,AE,N,N,N,ZULA,N,
3402e5df-7dc5-4a7a-85bb-bedb494a012b,北京情报区,Y,HET,CH116X,呼和浩特,VOR/DME,N404335,E1115355,116.9,MHz,-6.26,1095,M,,Y,N,AE,N,N,N,ZBHH,N,
39104021-113d-4b45-a423-6c4857962e4a,兰州情报区,Y,BHT,CH102X,巴彦浩特,VOR/DME,N384554,E1053359,115.5,MHz,-2.97,1401,M,,Y,N,AE,N,N,N,ZBAL,N,
8f930ef1-7ddc-485c-9950-79e3fe260d2a,广州情报区,Y,MCU,CH111X,澳门,VOR/DME,N220812,E1133542,116.4,MHz,-2.82,,,,Y,N,E,N,N,N,,N,
59954a9a-173f-4620-8f29-cc4dfb893f20,北京情报区,Y,QHD,CH76X,秦皇岛,VOR/DME,N394022,E1190522,112.9,MHz,-7.97,8,M,,Y,N,AE,N,N,N,ZBDH,N,
2a92090d-c33e-41b5-848e-82fe99bf6ad0,昆明情报区,Y,JZH,CH123X,九寨,VOR/DME,N325116,E1034048,117.6,MHz,-2.62,,,VOR/DME：050°径向线顺时针方向至145°径向线之间（除091°、131°径向线）不可用；VOR：091°径向线距台12NM以外、131°径向线距台22NM以外不可用；DME：046°径向线距台22NM以外、091°径向线距台10NM以外、131°径向线距台19NM以外、131°径向线顺时针方向至165°径向线之间距台19NM的弧不可用。,Y,N,AE,N,N,N,ZUJZ,N,
9420bf65-4570-4453-9f7b-a864dbbc3229,兰州情报区,Y,NSH,CH110X,宁陕,VOR/DME,N331913,E1081850,116.3,MHz,-3.87,,,VOR/DME：029°径向线距台17NM以外、029°径向线距台27NM等待程序、091°径向线距台8NM以外、201°径向线距台18NM以外、204°径向线距台17NM以外、221°径向线距台25NM以外、262°径向线距台11NM以外、140°径向线不可用。VOR：040°径向线顺时针至200°径向线之间、250°径向线顺时针至360°径向线之间（071°、091°、140°、262°径向线除外）、071°径向线距台26NM以外不可用。DME：015°径向线距台23NM以外、071°径向线距台16NM以外、250°径向线顺时针至210°径向线之间（015°、029°、071°、091°、140°、201°、204°、209°、262°径向线除外）不可用。,Y,N,AE,N,N,N,ZLXY,N,
1a5c28a9-a81a-4c3a-8859-581f20892b71,昆明情报区,Y,QJG,CH74X,綦江,VOR/DME,N290303,E1063951,112.7,MHz,-2.36,426,M,VOR：011°径向线进场程序距台20NM以外不可用；DME：011°径向线进场程序距台18NM以外不可用。,Y,N,AE,Y,N,N,ZUCK,N,
89fc9076-a101-401d-be0c-28b977e50262,乌鲁木齐情报区,Y,KLM,CH80X,克拉玛依,VOR/DME,N452857,E0845557,113.3,MHz,4.47,286,M,,Y,N,AE,N,N,N,ZWKM,N,
d8567e26-ec93-4526-b8f5-5d78013bf90d,广州情报区,Y,DWG,CH92Y,武冈,VOR/DME,N264704,E1103742,114.55,MHz,-2.95,477,M,VOR：211°径向线距台1.4NM-1.6NM之间、2.9NM-3.1NM之间、10.2NM-10.4NM之间不可用；DME：312°径向线距台24NM以外不可用。,Y,N,AE,N,N,N,ZGSY,N,
2964ea11-c071-44d4-9497-b4a97a769a34,武汉情报区,Y,KGF,CH111Y,茶山,VOR/DME,N300903,E1144538,116.45,MHz,-4.24,114,M,,Y,N,AE,N,N,N,ZHEC,N,
5a7cb19c-cde3-4e9a-a628-947770ee347e,乌鲁木齐情报区,Y,BOL,CH84X,博乐,VOR/DME,N445330,E0821951,113.7,MHz,4.88,384,M,295°径向线顺时针方向至060°径向线之间不可用。,Y,N,AE,N,N,N,ZWBL,N,
cc777d36-798b-4dd4-bb6c-b6a4614ac93b,沈阳情报区,Y,DGL,CH71X,霍林郭勒,VOR/DME,N452810,E1193012,112.4,MHz,-9.75,950,M,,Y,N,AE,N,N,N,ZBHZ,N,
8398e430-b96f-4386-979e-6037f990bd43,乌鲁木齐情报区,Y,KEL,CH106X,库尔勒,VOR/DME,N413637,E0860822,115.9,MHz,3.03,925,M,,Y,N,AE,N,N,N,ZWKL,N,
226c4e72-208b-46ea-b514-caf3426f0192,兰州情报区,Y,DQL,CH110X,祁连,VOR/DME,N380058,E1003536,116.3,MHz,-2.06,3138,M,VOR：195°径向线顺时针至235°径向线之间、276°径向线距台11-12.5NM之间、282°径向线距台17-23NM之间、295°径向线距台17-19NM之间、355°径向线顺时针至025°径向线之间不可用；DME：124°径向线距台39NM以外、192°径向线顺时针至235°径向线之间、346°径向线顺时针至025°径向线之间不可用。,Y,N,AE,N,N,N,ZLHB,N,
ee928338-533a-4cc4-8227-d5742f5d9ed7,广州情报区,Y,HEN,CH76X,衡阳,VOR/DME,N264205,E1123558,112.9,MHz,-3.78,115,M,,Y,N,AE,N,N,N,ZGHY,N,
cb95525e-da1c-4cd1-8bc4-bcd88616f668,北京情报区,Y,DCB,CH98X,乌兰察布,VOR/DME,N410736,E1130429,115.1,MHz,-6.12,1420,M,,Y,N,AE,N,N,N,ZBUC,N,
7638b236-3812-410f-84b0-fb346a39882a,乌鲁木齐情报区,Y,XKC,CH88X,龟兹,VOR/DME,N414031,E0825042,114.1,MHz,3.66,1032,M,,Y,N,AE,N,N,N,ZWKC,N,
30169012-d3a0-4735-9529-83c4d5c4f125,上海情报区,Y,WHX,CH101Y,芜湖,VOR/DME,N310525,E1183851,115.45,MHz,-5.53,36,M,,Y,N,AE,N,N,N,ZSWA,N,
46919b66-d4b5-4c0b-b095-542c3d39f79b,广州情报区,Y,LIP,CH113X,黎平,VOR/DME,N261911,E1090931,116.6,MHz,-2.96,510,M,DME：145°径向线距台20NM以外不可用。,Y,N,AE,N,N,N,ZUNP,N,
d92e33cb-a50d-4750-8a76-1c2c34ef4927,上海情报区,Y,DYN,CH87X,东营,VOR/DME,N373146,E1184717,114.0,MHz,-7.45,14,M,,Y,N,AE,N,N,N,ZSDY,N,
397a4f88-7235-4dd7-b1c2-2023fe64b7c7,兰州情报区,Y,DNH,CH102X,敦煌,VOR/DME,N400952,E0945039,115.5,MHz,-0.22,1122,M,,Y,N,AE,N,N,N,ZLDH,N,
69e2d2fc-6cfc-4d8d-93cc-684c6cdd7bb3,北京情报区,Y,TSH,CH79X,唐山,VOR/DME,N394256,E1180007,113.2,MHz,-7.79,23,M,,Y,N,AE,N,N,N,ZBSN,N,
05629318-c8d5-4e44-9965-e83f944e3413,上海情报区,Y,YQG,CH84X,济南,VOR/DME,N364956,E1171258,113.7,MHz,-6.31,31,M,,Y,N,AE,N,N,N,ZSJN,N,
4e4887f2-4b9e-4077-b39a-52cf1012beed,武汉情报区,Y,XGD,CH57Y,天山,VOR/DME,N304133,E1150721,112.05,MHz,-4.4,178,M,,Y,N,AE,N,N,N,ZHEC,N,
143557d2-22e3-44a0-a693-a850704a43b8,兰州情报区,Y,DCX,CH113X,陇南,VOR/DME,N334736,E1055009,116.6,MHz,-2.5,1165,M,,Y,N,AE,N,N,N,ZLLN,N,
e4deeaf9-3949-4557-be73-6464f42d6202,上海情报区,Y,JIU,CH118X,九江,VOR/DME,N292732,E1154707,117.1,MHz,-4.65,50,M,DME：099°径向线进离场程序距台19NM以外不可用。,Y,N,AE,N,N,N,ZSJJ,N,
a0c20b58-e5a3-4b3c-af81-c73819ccc314,广州情报区,N,MXZ,CH97X,梅县,VOR/DME,N241357,E1160408,115.0,MHz,-3.51,180,M,,Y,N,AE,N,N,N,ZGMX,N,
9264ae51-d614-4e52-8612-07827ea9ecdb,广州情报区,Y,UQN,CH83Y,韶关,VOR/DME,N245658,E1132623,113.65,MHz,-3.21,105,M,225°径向线顺时针方向至315°径向线之间不可用。,Y,N,AE,N,N,N,ZGSG,N,
cc83eb84-28a9-4734-baa8-75302297ce9b,沈阳情报区,Y,YKO,CH120X,营口,VOR/DME,N403120,E1222038,117.3,MHz,-8.73,12,M,,Y,N,AE,N,N,N,ZYYK,N,
492f495a-5a57-4261-bfe2-614834c6ab57,兰州情报区,Y,CGA,CH106X,城固,VOR/DME,N330827,E1071341,115.9,MHz,-3.05,494,M,,Y,N,AE,N,N,N,ZLHZ,N,
bca3a3b6-3559-4c9f-805d-b5f76dabd572,沈阳情报区,Y,ALS,CH108X,阿尔山,VOR/DME,N472149,E1200713,116.1,MHz,-10.28,1009,M,215°径向线顺时针方向至280°径向线之间（267°、271°径向线初始进近程序除外）不可用。,Y,N,AE,N,N,N,ZBES,N,
4fcd875a-219e-4c9c-8287-72e6fb9a773c,上海情报区,Y,SUF,CH88X,硕放,VOR/DME,N312951,E1202600,114.1,MHz,-5.97,11,M,,Y,N,AE,N,N,N,ZSWX,N,
fcf0bc00-2f49-49a7-8fc5-d85009306046,乌鲁木齐情报区,Y,KNS,CH49X,喀纳斯,VOR/DME,N481309,E0870030,111.2,MHz,4.42,1200,M,210°径向线顺时针方向至255°径向线之间不可用。,Y,N,AE,N,N,N,ZWKN,N,
a709c8e4-d5f2-4fb0-8cc5-5d7ea7365dde,昆明情报区,Y,CKG,CH108X,江北,VOR/DME,N294443,E1063917,116.1,MHz,-3.04,418,M,,Y,N,AE,N,N,N,ZUCK,N,
579a7e70-adde-4cc5-b448-18d7ee9ea7e7,沈阳情报区,Y,THY,CH90X,通化,VOR/DME,N420444,E1254554,114.3,MHz,-9.66,423,M,,Y,N,AE,N,N,N,ZYTN,N,
9534504b-0939-490c-89d1-5e1e7c98eabe,昆明情报区,Y,DAL,CH73X,大理,VOR/DME,N253840,E1001929,112.6,MHz,-0.99,2199,M,DME：065°径向线顺时针方向至107°径向线之间、020°径向线QNH3600M以下距台20NM以外不可用。,Y,N,AE,N,N,N,ZPDL,N,
95cddab6-0155-48ac-812e-6907a6415665,兰州情报区,Y,ETL,CH58X,桃来,VOR/DME,N420129,E1005838,112.1,MHz,-2.34,946,M,DME：119°径向线距台11NM以外不可用。,Y,N,AE,N,N,N,ZBEN,N,
b501193f-8d70-4c53-9b1d-dc70e7d43661,乌鲁木齐情报区,Y,KLG,CH76X,塔县南,VOR/DME,N373200,E0752126,112.90,MHz,3.56,3434,M,VOR/DME：035°径向线顺时针方向至140°径向线之间（058°径向线进离场/航路程序除外）、175°径向线顺时针方向至340°径向线之间不可用（182°径向线初始进近程序和333°径向线进离场/进近/复飞程序除外）；VOR：182°径向线初始进近程序距台16-17NM之间、333°径向线复飞程序距台7.5-9.5NM之间不可用。,Y,N,AE,N,N,N,ZWTK,N,
